Ethnicity,Gender,Age,Admitted,Admit_Type,Application_Term,HS_GPA,Old_SAT,New_SAT,ACT,Enrolled,Scholarship_App,FinAid_Applicant,High_School_Percentile,FirstGen_Ind
Black,Female,47.0,No,FR,Fall 2025,,,,,No,N,N,,No
Hispanic,Male,19.0,Yes,FR,Fall 2025,3.893,,,,No,N,Y,54.0,No
Black,Male,31.0,No,FR,Fall 2025,,,,,No,N,Y,,No
Hispanic,Male,29.0,No,FR,Fall 2025,2.981,870.0,,,No,N,Y,32.0,No
White,Female,18.0,Yes,FR,Fall 2025,3.625,,,20.0,No,N,Y,65.0,No
White,Female,29.0,Yes,FR,Fall 2025,3.588,980.0,,,Yes,N,Y,53.0,Yes
Hispanic,Female,25.0,Yes,FR,Fall 2025,3.3333,,850.0,,No,N,Y,55.0,No
Black,Female,25.0,No,FR,Fall 2025,4.044,,980.0,,No,N,Y,88.0,No
White,Female,23.0,Yes,FR,Fall 2025,3.5,,800.0,,No,N,Y,53.0,No
Black,Female,23.0,No,FR,Fall 2025,,,820.0,,No,N,Y,75.0,No
Black,Male,24.0,Yes,FR,Fall 2025,2.776,,910.0,,Yes,N,Y,39.0,Yes
Black,Female,25.0,No,FR,Fall 2025,2.3444,,,,No,N,N,26.0,No
White,Male,18.0,Yes,FR,Fall 2025,4.017,,1240.0,14.0,No,N,Y,80.0,No
Black,Male,23.0,Yes,FR,Fall 2025,2.825,,,,No,N,Y,,No
Hispanic,Male,23.0,No,FR,Fall 2025,,,,,No,N,N,,No
White,Female,20.0,No,FR,Fall 2025,3.66,,,,No,N,N,,No
Hispanic,Female,23.0,No,FR,Fall 2025,3.58,,,,No,N,N,82.0,No
Black,Female,22.0,No,FR,Fall 2025,3.04,,,,No,N,N,,No
Hispanic,Male,19.0,Yes,FR,Fall 2025,3.59,,,17.0,Yes,N,Y,51.0,Yes
Black,Male,23.0,No,FR,Fall 2025,2.035,,,,No,N,Y,13.0,No
White,Male,27.0,No,FR,Fall 2025,,,,,No,N,N,,No
White,Female,22.0,Yes,FR,Fall 2025,4.255,,900.0,,No,N,Y,84.0,No
Black,Male,24.0,No,FR,Fall 2025,2.313,,,,No,N,Y,20.0,No
Black,Female,22.0,Yes,FR,Fall 2025,2.694,,890.0,,Yes,N,Y,51.0,Yes
White,Female,21.0,Yes,FR,Fall 2025,3.558,,940.0,17.0,No,N,Y,73.0,No
Hispanic,Female,21.0,Yes,FR,Fall 2025,3.98,,1170.0,,No,N,Y,96.0,No
Multi-race,Female,22.0,Yes,FR,Fall 2025,3.42,,,,Yes,N,Y,,Yes
White,Female,22.0,Yes,FR,Fall 2025,3.149,,760.0,,No,N,N,54.0,No
Black,Male,22.0,No,FR,Fall 2025,2.7,,,,No,N,Y,46.0,No
Hispanic,Male,22.0,No,FR,Fall 2025,,,1290.0,,No,N,N,,No
Black,Female,22.0,No,FR,Fall 2025,2.63,,,,No,N,Y,88.0,No
Black,Female,23.0,No,FR,Fall 2025,2.326,,,,No,N,N,46.0,No
White,Female,21.0,Yes,FR,Fall 2025,2.778,,,,No,N,Y,22.0,Yes
White,Female,25.0,Yes,FR,Fall 2025,3.235,,,,No,N,Y,,No
Hispanic,Female,21.0,No,FR,Fall 2025,2.933,,800.0,,No,N,N,,No
Hispanic,Female,20.0,Yes,FR,Fall 2025,4.053,,860.0,,No,N,Y,79.0,Yes
Hispanic,Male,19.0,Yes,FR,Fall 2025,3.879,,1310.0,,Yes,N,Y,78.0,No
Black,Female,21.0,No,FR,Fall 2025,2.49,,,,No,N,N,22.0,No
Black,Female,22.0,Yes,FR,Fall 2025,3.516,,,,No,N,Y,99.0,No
Black,Male,24.0,No,FR,Fall 2025,2.627,,,,No,N,Y,15.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,4.56,,1060.0,,No,N,Y,99.0,No
Black,Male,24.0,No,FR,Fall 2025,2.5,,,,No,N,N,37.0,No
Asian,Male,18.0,Yes,FR,Fall 2025,4.417,,1240.0,,Yes,N,Y,93.0,No
Asian,Male,18.0,Yes,FR,Fall 2025,3.868,,,,No,N,Y,80.0,No
Black,Male,20.0,Yes,FR,Fall 2025,2.684,,930.0,,Yes,N,Y,,No
Hispanic,Female,20.0,No,FR,Fall 2025,,,960.0,,No,N,N,92.0,No
Black,Female,21.0,No,FR,Fall 2025,2.279,,930.0,,No,N,N,14.0,No
Hispanic,Male,21.0,No,FR,Fall 2025,,,,,No,N,Y,98.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.682,,1160.0,,Yes,N,Y,,No
Hispanic,Male,19.0,No,FR,Fall 2025,,,,,No,N,Y,,No
Black,Female,20.0,No,FR,Fall 2025,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2025,3.417,,,,No,N,N,52.0,No
Hispanic,Female,20.0,No,FR,Fall 2025,3.189,,970.0,16.0,No,N,Y,79.0,No
White,Female,21.0,Yes,FR,Fall 2025,3.32,,930.0,,Yes,N,Y,46.0,Yes
Asian,Male,19.0,Yes,FR,Fall 2025,4.208,,,,No,N,Y,89.0,No
White,Female,21.0,Yes,FR,Fall 2025,3.359,,1050.0,,No,N,Y,45.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.774,,,18.0,No,N,Y,52.0,No
Black,Male,20.0,Yes,FR,Fall 2025,2.912,,,,No,N,Y,25.0,No
Black,Female,21.0,Yes,FR,Fall 2025,,,840.0,,No,N,Y,49.0,No
White,Male,18.0,Yes,FR,Fall 2025,3.207,,,,No,N,Y,11.0,No
Asian,Female,18.0,Yes,FR,Fall 2025,4.451,,1250.0,,Yes,N,Y,98.0,Yes
Black,Female,20.0,Yes,FR,Fall 2025,2.688,,,,Yes,N,Y,52.0,Yes
Black,Female,21.0,Yes,FR,Fall 2025,3.034,,,,Yes,N,Y,47.0,Yes
Hispanic,Male,21.0,Yes,FR,Fall 2025,3.068,,,,Yes,N,Y,62.0,Yes
Multi-race,Female,18.0,Yes,FR,Fall 2025,4.533,,1280.0,,Yes,N,Y,,Yes
White,Female,19.0,Yes,FR,Fall 2025,3.517,,920.0,,Yes,N,Y,53.0,Yes
Black,Female,19.0,Yes,FR,Fall 2025,4.551,,,,No,N,Y,94.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.898,,1280.0,,Yes,N,Y,,Yes
White,Female,19.0,Yes,FR,Fall 2025,3.788,,,16.0,Yes,N,Y,65.0,No
Black,Male,20.0,Yes,FR,Fall 2025,2.839,,820.0,,Yes,N,Y,62.0,Yes
White,Male,18.0,Yes,FR,Fall 2025,4.472,,,,No,N,Y,90.0,No
White,Female,20.0,Yes,FR,Fall 2025,3.839,,940.0,17.0,Yes,N,Y,66.0,No
Black,Female,21.0,Yes,FR,Fall 2025,3.4,,900.0,,Yes,N,Y,77.0,Yes
Black,Male,19.0,No,FR,Fall 2025,2.634,,850.0,,No,N,Y,6.0,No
Black,Male,19.0,Yes,FR,Fall 2025,3.904,,,,No,N,Y,71.0,No
White,Female,19.0,Yes,FR,Fall 2025,3.694,,1230.0,,No,N,Y,,No
White,Male,20.0,Yes,FR,Fall 2025,2.892,,1110.0,,Yes,N,N,27.0,No
White,Male,17.0,Yes,FR,Fall 2025,,,1180.0,,Yes,N,Y,,No
White,Female,19.0,No,FR,Fall 2025,,,,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2025,3.22,,970.0,,Yes,N,N,,No
White,Female,23.0,Yes,FR,Fall 2025,3.286,,,,Yes,N,Y,27.0,Yes
Black,Male,20.0,Yes,FR,Fall 2025,2.776,,,14.0,Yes,N,Y,38.0,No
White,Male,19.0,No,FR,Fall 2025,3.119,,710.0,,No,N,N,20.0,No
Black,Male,20.0,Yes,FR,Fall 2025,2.804,,,,No,N,Y,44.0,No
White,Male,19.0,Yes,FR,Fall 2025,4.074,,,,No,N,Y,86.0,No
White,Male,20.0,Yes,FR,Fall 2025,4.28,,830.0,,No,N,Y,,No
Black,Male,19.0,Yes,FR,Fall 2025,3.922,,,,Yes,N,Y,,Yes
White,Male,19.0,Yes,FR,Fall 2025,4.182,,,,No,N,Y,84.0,No
Black,Male,19.0,Yes,FR,Fall 2025,2.978,,,,Yes,N,Y,69.0,Yes
Hispanic,Female,22.0,No,FR,Fall 2025,,,,,No,N,N,,No
White,Male,27.0,No,FR,Fall 2025,,,,,No,N,Y,,No
White,Female,19.0,Yes,FR,Fall 2025,4.0,,1170.0,,Yes,N,Y,,No
White,Female,19.0,No,FR,Fall 2025,2.158,,,,No,N,N,2.0,No
Black,Female,19.0,Yes,FR,Fall 2025,4.093,,1060.0,,No,N,Y,81.0,No
White,Male,29.0,Yes,FR,Fall 2025,3.056,,,,Yes,N,Y,39.0,Yes
Black,Male,22.0,Yes,FR,Fall 2025,3.077,,,,No,N,Y,96.0,No
White,Male,19.0,Yes,FR,Fall 2025,4.176,,1310.0,,Yes,N,Y,91.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,4.4,,1180.0,,Yes,N,Y,95.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,4.24,,1070.0,,Yes,N,Y,90.0,No
White,Male,18.0,Yes,FR,Fall 2025,4.037,,1170.0,,No,N,Y,,No
Black,Female,20.0,Yes,FR,Fall 2025,3.05,,,,No,N,Y,57.0,No
Asian,Female,18.0,Yes,FR,Fall 2025,4.0,,,,Yes,N,Y,78.0,Yes
Black,Female,20.0,No,FR,Fall 2025,,,,,No,N,N,60.0,No
Black,Female,20.0,Yes,FR,Fall 2025,3.432,,,,Yes,N,Y,56.0,No
Multi-race,Male,20.0,No,FR,Fall 2025,3.449,,,,No,N,Y,31.0,Yes
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.25,,930.0,,No,N,N,55.0,No
Black,Female,20.0,No,FR,Fall 2025,,,,,No,N,N,11.0,No
Black,Female,20.0,Yes,FR,Fall 2025,3.404,,,,No,N,Y,88.0,No
Hispanic,Female,20.0,No,FR,Fall 2025,2.297,,,,No,N,Y,60.0,No
White,Female,20.0,Yes,FR,Fall 2025,3.688,,,,No,N,Y,73.0,No
Black,Female,20.0,Yes,FR,Fall 2025,3.317,,,,No,N,N,58.0,No
Black,Male,20.0,Yes,FR,Fall 2025,3.082,,,,No,N,Y,53.0,No
Black,Female,19.0,No,FR,Fall 2025,2.65,,,,No,N,N,11.0,No
White,Male,20.0,Yes,FR,Fall 2025,3.469,,,,Yes,N,Y,43.0,Yes
Black,Female,19.0,No,FR,Fall 2025,,,,,No,N,Y,,No
White,Male,19.0,Yes,FR,Fall 2025,4.275,,1200.0,,Yes,N,Y,88.0,No
Hispanic,Male,20.0,No,FR,Fall 2025,3.085,,,,No,N,N,73.0,No
Black,Female,19.0,Yes,FR,Fall 2025,2.745,,,,No,N,Y,66.0,No
White,Female,20.0,No,FR,Fall 2025,,,,,No,N,Y,82.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,2.797,,820.0,,Yes,N,Y,16.0,Yes
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.304,,1020.0,,Yes,N,Y,44.0,Yes
Hispanic,Male,18.0,Yes,FR,Fall 2025,4.0,,1210.0,26.0,No,N,Y,72.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2025,4.386,,1180.0,,Yes,N,Y,99.0,No
Indian,Female,19.0,Yes,FR,Fall 2025,4.133,,1000.0,19.0,Yes,N,Y,76.0,Yes
Hispanic,Male,18.0,Yes,FR,Fall 2025,2.981,,820.0,,No,N,N,8.0,No
Hispanic,Female,20.0,Yes,FR,Fall 2025,3.688,,,,No,N,N,73.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.949,,1070.0,,No,N,Y,70.0,No
White,Male,19.0,Yes,FR,Fall 2025,4.273,,1020.0,,No,N,Y,78.0,No
Black,Female,19.0,Yes,FR,Fall 2025,3.932,,1060.0,22.0,Yes,N,Y,69.0,No
Black,Male,18.0,No,FR,Fall 2025,,,,,No,N,N,,No
White,Male,20.0,Yes,FR,Fall 2025,2.817,,,,Yes,N,Y,17.0,Yes
Black,Female,20.0,No,FR,Fall 2025,2.625,,,,No,N,N,22.0,No
Hispanic,Female,19.0,No,FR,Fall 2025,,,,,No,N,Y,,No
Black,Female,19.0,No,FR,Fall 2025,2.244,,800.0,,No,N,N,30.0,No
White,Male,19.0,Yes,FR,Fall 2025,,,,14.0,Yes,N,Y,,No
White,Female,18.0,Yes,FR,Fall 2025,,,1170.0,,No,N,Y,,No
Hispanic,Male,20.0,No,FR,Fall 2025,2.073,,,,No,N,Y,,No
Black,Female,20.0,Yes,FR,Fall 2025,3.617,,,,No,N,Y,87.0,No
Black,Female,19.0,No,FR,Fall 2025,,,750.0,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2025,2.692,,720.0,,No,N,Y,32.0,No
White,Female,19.0,Yes,FR,Fall 2025,3.917,,960.0,,Yes,N,Y,84.0,Yes
Hispanic,Female,19.0,No,FR,Fall 2025,,,,26.0,No,N,N,,No
Black,Male,18.0,Yes,FR,Fall 2025,3.37,,,10.0,No,N,Y,20.0,No
Black,Female,19.0,Yes,FR,Fall 2025,2.809,,820.0,16.0,Yes,N,Y,31.0,Yes
Hispanic,Female,18.0,Yes,FR,Fall 2025,3.519,,,17.0,No,N,Y,77.0,No
Indian,Female,18.0,Yes,FR,Fall 2025,3.4,,830.0,,Yes,N,Y,44.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2025,2.804,,1030.0,,No,N,Y,31.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2025,3.873,,920.0,,Yes,N,Y,44.0,Yes
Black,Female,19.0,Yes,FR,Fall 2025,3.862,,,23.0,Yes,N,Y,84.0,No
White,Female,19.0,Yes,FR,Fall 2025,4.49,,1210.0,26.0,Yes,N,Y,99.0,Yes
Black,Female,19.0,Yes,FR,Fall 2025,4.293,,,22.0,No,N,Y,92.0,No
Black,Male,19.0,Yes,FR,Fall 2025,3.736,,1040.0,,No,N,Y,61.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2025,4.077,,1080.0,,Yes,N,Y,95.0,Yes
White,Female,20.0,Yes,FR,Fall 2025,2.8,,920.0,,Yes,N,Y,16.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2025,4.246,,1110.0,,Yes,N,Y,88.0,No
Black,Male,18.0,No,FR,Fall 2025,,,1150.0,,No,N,N,,No
Asian,Male,19.0,Yes,FR,Fall 2025,3.083,,910.0,,Yes,N,Y,37.0,Yes
White,Female,19.0,Yes,FR,Fall 2025,4.36,,1070.0,,Yes,N,Y,90.0,Yes
Black,Female,18.0,Yes,FR,Fall 2025,2.944,,,17.0,No,N,Y,49.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2025,3.96,,,28.0,Yes,N,Y,95.0,Yes
White,Male,19.0,Yes,FR,Fall 2025,3.845,,1110.0,,Yes,N,Y,66.0,Yes
White,Female,18.0,Yes,FR,Fall 2025,4.52,,1040.0,,Yes,N,Y,93.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2025,3.163,,1150.0,,No,N,Y,41.0,No
Black,Female,19.0,No,FR,Fall 2025,,,820.0,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.68,,940.0,,No,N,Y,87.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2025,3.855,,1210.0,,No,N,Y,91.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2025,2.951,,960.0,,Yes,N,Y,47.0,Yes
Hispanic,Female,19.0,No,FR,Fall 2025,,,,,No,N,Y,77.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,4.145,,1060.0,,Yes,N,Y,88.0,Yes
Hispanic,Male,18.0,Yes,FR,Fall 2025,3.583,,960.0,,No,N,Y,68.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2025,4.0,,1050.0,,Yes,N,Y,89.0,Yes
White,Male,19.0,Yes,FR,Fall 2025,3.542,,870.0,,Yes,N,Y,46.0,No
White,Male,18.0,Yes,FR,Fall 2025,4.25,,980.0,,Yes,N,Y,81.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.357,,800.0,,No,N,Y,57.0,No
White,Female,18.0,Yes,FR,Fall 2025,4.377,,990.0,16.0,Yes,N,Y,79.0,Yes
Black,Female,19.0,Yes,FR,Fall 2025,2.692,,690.0,,No,N,N,66.0,No
Black,Male,19.0,No,FR,Fall 2025,2.491,,780.0,,No,N,N,43.0,No
Black,Male,19.0,Yes,FR,Fall 2025,2.947,,660.0,,No,N,N,7.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2025,3.404,,780.0,,No,N,N,64.0,No
White,Female,19.0,Yes,FR,Fall 2025,4.463,,1100.0,,Yes,N,Y,98.0,Yes
White,Male,18.0,Yes,FR,Fall 2025,4.146,,1100.0,,No,N,Y,61.0,No
White,Female,18.0,Yes,FR,Fall 2025,3.891,,900.0,,Yes,N,Y,69.0,Yes
White,Female,19.0,Yes,FR,Fall 2025,4.529,,1200.0,,No,N,Y,90.0,No
Hispanic,Male,18.0,No,FR,Fall 2025,,,710.0,,No,N,Y,,No
White,Male,18.0,Yes,FR,Fall 2025,3.733,,910.0,,No,N,Y,82.0,No
Unknown,Female,19.0,No,FR,Fall 2025,,,730.0,,No,N,N,,No
White,Male,19.0,Yes,FR,Fall 2025,4.089,,910.0,,No,N,Y,90.0,No
Black,Male,18.0,No,FR,Fall 2025,2.229,,790.0,,No,N,N,22.0,No
Black,Male,18.0,Yes,FR,Fall 2025,3.154,,890.0,,Yes,N,Y,29.0,Yes
Black,Female,18.0,Yes,FR,Fall 2025,3.063,,830.0,,No,N,N,66.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.915,,940.0,,No,N,Y,79.0,No
Black,Female,19.0,Yes,FR,Fall 2025,3.167,,790.0,,No,N,N,68.0,No
Black,Female,19.0,Yes,FR,Fall 2025,3.543,,820.0,,Yes,N,Y,86.0,Yes
Hispanic,Female,18.0,No,FR,Fall 2025,,,820.0,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2025,3.173,,,,Yes,N,Y,58.0,Yes
White,Female,19.0,Yes,FR,Fall 2025,3.271,,870.0,,No,N,N,36.0,No
Black,Male,18.0,Yes,FR,Fall 2025,2.959,,940.0,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2025,4.446,,1100.0,,No,N,Y,95.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2025,4.0,,970.0,,No,N,Y,79.0,No
White,Female,19.0,Yes,FR,Fall 2025,4.239,,1010.0,,No,N,Y,95.0,No
Black,Female,19.0,Yes,FR,Fall 2025,3.786,,820.0,,No,N,Y,65.0,No
Black,Male,19.0,No,FR,Fall 2025,,,920.0,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,4.569,,1230.0,,Yes,N,Y,97.0,No
Black,Female,19.0,No,FR,Fall 2025,1.825,,730.0,,No,N,N,3.0,No
White,Male,19.0,Yes,FR,Fall 2025,4.738,,1280.0,23.0,Yes,N,Y,95.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,4.39,,,18.0,No,N,Y,97.0,No
White,Male,19.0,Yes,FR,Fall 2025,4.081,,1050.0,,Yes,N,Y,75.0,Yes
Black,Female,18.0,Yes,FR,Fall 2025,3.288,,930.0,,No,N,N,67.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2025,4.103,,1020.0,,Yes,N,Y,84.0,Yes
Black,Female,19.0,No,FR,Fall 2025,,,,16.0,No,N,N,,No
White,Female,18.0,Yes,FR,Fall 2025,3.963,,830.0,,Yes,N,Y,68.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.962,,840.0,,No,N,Y,74.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.094,,,,No,N,N,28.0,No
Black,Male,18.0,Yes,FR,Fall 2025,3.04,,,14.0,No,N,N,54.0,No
White,Female,19.0,Yes,FR,Fall 2025,3.731,,1160.0,,No,N,Y,60.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.685,,1070.0,,No,N,Y,,No
White,Female,18.0,No,FR,Fall 2025,,,890.0,,No,N,Y,76.0,No
White,Male,19.0,Yes,FR,Fall 2025,4.459,,1260.0,28.0,Yes,N,Y,91.0,No
White,Female,18.0,Yes,FR,Fall 2025,4.521,,1200.0,,Yes,N,Y,95.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2025,3.565,,990.0,,No,N,Y,51.0,No
White,Female,18.0,Yes,FR,Fall 2025,4.4,,880.0,,Yes,N,Y,84.0,Yes
White,Male,19.0,No,FR,Fall 2025,,,,,No,N,N,11.0,No
White,Male,18.0,Yes,FR,Fall 2025,3.936,,970.0,,Yes,N,Y,63.0,Yes
Hispanic,Male,20.0,Yes,FR,Fall 2025,3.306,,810.0,,No,N,N,74.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2025,4.2,,950.0,,No,N,Y,85.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.851,,850.0,,No,N,Y,84.0,No
White,Female,19.0,Yes,FR,Fall 2025,4.0,,1210.0,,Yes,N,Y,86.0,No
Black,Female,18.0,Yes,FR,Fall 2025,4.0,,1110.0,,Yes,N,Y,83.0,No
Black,Male,18.0,No,FR,Fall 2025,,,800.0,,No,N,N,42.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.52,,910.0,,Yes,N,Y,33.0,No
White,Male,18.0,Yes,FR,Fall 2025,3.981,,1080.0,,Yes,N,Y,63.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.767,,910.0,,Yes,N,Y,54.0,No
White,Female,19.0,Yes,FR,Fall 2025,4.273,,1140.0,,Yes,N,Y,90.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.633,,820.0,,No,N,Y,72.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2025,3.692,,750.0,,No,N,Y,80.0,No
Black,Female,20.0,No,FR,Fall 2025,1.905,,570.0,,No,N,N,10.0,No
Black,Female,19.0,Yes,FR,Fall 2025,3.415,,890.0,,No,N,Y,57.0,No
Black,Male,19.0,Yes,FR,Fall 2025,3.157,,860.0,,No,N,N,24.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.617,,940.0,15.0,No,N,Y,84.0,No
Hispanic,Male,18.0,No,FR,Fall 2025,,,1310.0,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2025,3.36,,820.0,,No,N,Y,,No
Black,Female,19.0,Yes,FR,Fall 2025,3.569,,640.0,,No,N,N,37.0,No
White,Female,18.0,Yes,FR,Fall 2025,4.405,,1180.0,27.0,No,N,Y,93.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.915,,1170.0,,No,N,Y,94.0,No
White,Male,19.0,Yes,FR,Fall 2025,4.286,,1150.0,,Yes,N,Y,62.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.796,,830.0,,Yes,N,Y,87.0,No
Multi-race,Female,18.0,Yes,FR,Fall 2025,4.065,,1100.0,,Yes,N,Y,89.0,No
White,Female,18.0,No,FR,Fall 2025,,,1220.0,,No,N,N,,No
White,Female,18.0,Yes,FR,Fall 2025,3.326,,800.0,,Yes,N,Y,26.0,Yes
White,Male,19.0,Yes,FR,Fall 2025,3.944,,1010.0,,No,N,Y,74.0,No
White,Male,18.0,Yes,FR,Fall 2025,4.672,,1520.0,,No,N,Y,99.0,No
Hispanic,Male,20.0,No,FR,Fall 2025,2.361,,,,No,N,Y,18.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.533,,960.0,,No,N,Y,39.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.767,,1030.0,,No,N,Y,74.0,No
Black,Male,19.0,Yes,FR,Fall 2025,2.814,,770.0,,No,N,N,10.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.833,,900.0,,Yes,N,Y,67.0,No
Black,Male,24.0,Yes,FR,Fall 2025,2.352,,,,No,N,Y,8.0,No
White,Female,19.0,Yes,FR,Fall 2025,4.102,,1030.0,,No,N,Y,81.0,No
White,Female,19.0,Yes,FR,Fall 2025,3.818,,900.0,15.0,Yes,N,Y,50.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.444,,1020.0,,Yes,N,Y,48.0,No
Black,Female,18.0,Yes,FR,Fall 2025,4.68,,980.0,21.0,No,N,Y,97.0,No
Black,Female,18.0,No,FR,Fall 2025,,,840.0,,No,N,N,,No
White,Male,19.0,Yes,FR,Fall 2025,4.408,,870.0,,Yes,N,Y,71.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.565,,860.0,,No,N,Y,87.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.654,,940.0,,No,N,Y,57.0,No
White,Female,18.0,Yes,FR,Fall 2025,3.968,,860.0,,No,N,Y,63.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2025,4.152,,850.0,,Yes,N,Y,68.0,Yes
Black,Female,18.0,Yes,FR,Fall 2025,3.25,,,,Yes,N,Y,52.0,Yes
Hispanic,Female,19.0,Yes,FR,Fall 2025,3.409,,860.0,,Yes,N,Y,66.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2025,3.891,,830.0,,No,N,N,45.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.436,,,21.0,Yes,N,Y,53.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.188,,890.0,,No,N,N,68.0,No
Black,Female,18.0,No,FR,Fall 2025,,,840.0,,No,N,Y,,No
Black,Female,19.0,Yes,FR,Fall 2025,3.625,,800.0,,Yes,N,Y,44.0,Yes
White,Female,18.0,Yes,FR,Fall 2025,3.831,,1170.0,,Yes,N,Y,64.0,No
Black,Female,20.0,Yes,FR,Fall 2025,2.771,,,,No,N,Y,39.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.288,,870.0,,No,N,Y,75.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2025,3.9,,910.0,,Yes,N,Y,79.0,Yes
White,Female,18.0,Yes,FR,Fall 2025,3.964,,780.0,,No,N,Y,70.0,No
White,Female,18.0,Yes,FR,Fall 2025,4.309,,1150.0,,Yes,N,Y,90.0,No
Black,Female,19.0,Yes,FR,Fall 2025,4.043,,820.0,,No,N,Y,58.0,No
Black,Female,19.0,Yes,FR,Fall 2025,4.281,,1060.0,,Yes,N,Y,60.0,No
Unknown,Female,19.0,Yes,FR,Fall 2025,3.25,,1010.0,,No,N,Y,7.0,No
White,Male,19.0,Yes,FR,Fall 2025,4.088,,1090.0,,Yes,N,Y,81.0,Yes
Black,Male,19.0,Yes,FR,Fall 2025,2.885,,820.0,,No,N,N,44.0,No
White,Female,19.0,Yes,FR,Fall 2025,3.7,,1000.0,,Yes,N,Y,55.0,Yes
Hispanic,Male,19.0,No,FR,Fall 2025,,,850.0,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2025,3.529,,1130.0,,No,N,Y,41.0,No
White,Male,19.0,Yes,FR,Fall 2025,3.407,,910.0,,Yes,N,Y,42.0,Yes
Black,Female,18.0,Yes,FR,Fall 2025,3.128,,730.0,,No,N,Y,50.0,No
Black,Female,19.0,No,FR,Fall 2025,,,,21.0,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2025,4.14,,1060.0,18.0,Yes,N,Y,95.0,Yes
Asian,Female,19.0,Yes,FR,Fall 2025,3.565,,820.0,,Yes,N,Y,50.0,No
White,Female,18.0,Yes,FR,Fall 2025,4.426,,1220.0,28.0,No,N,Y,93.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2025,2.716,,,,Yes,N,Y,63.0,Yes
Black,Male,17.0,Yes,FR,Fall 2025,2.3,,690.0,,Yes,N,Y,18.0,No
Black,Female,18.0,Yes,FR,Fall 2025,3.512,,1100.0,19.0,No,N,Y,65.0,No
Black,Female,19.0,Yes,FR,Fall 2025,3.274,,810.0,,Yes,N,Y,69.0,Yes
